LAD14CD,LAD16NM,construction,manufacture_advanced,manufacture_agrochemical,manufacture_automotive,manufacture_chemical_pharma,manufacture_construction,manufacture_electrical,manufacture_food,manufacture_food_2,manufacture_footwear_leather,manufacture_furniture,manufacture_light_misc,manufacture_machinery,manufacture_metallurgy,manufacture_metallurgy_misc,manufacture_metallurgy_tools,manufacture_optics,manufacture_paper,manufacture_plastic,manufacture_rubber,manufacture_shipbuilding,manufacture_textiles,manufacturing_aerospace,manufacturing_misc,mining_mining,mining_oil_gas,primary_farming,primary_fishing,primary_forestry,primary_livestock,services_agriculture_rural,services_automotive,services_business_support,services_cleaning_facilities,services_computing,services_consumer_retail,services_creative,services_creative_content,services_cultural,services_education,services_energy,services_finance_insurance,services_finance_real_state,services_freight_transport,services_head_offices,services_health,services_human_resources,services_kibs,services_leisure,services_professional_public,services_publishing,services_r_and_d,services_real_estate,services_repair_transport,services_residential_social_work,services_retail_misc,services_technical_engineering,services_telecommunications,services_transport_storage,services_travelling_tourism,services_urban_transport,services_waste_recycling,wholesale_repair_machinery,wholesale_retail_misc
E07000052,West Dorset,0.399679102,0.6799610059,0.3804308878,0.2926610381,0.5345203266,0.208871241,0.0245607442,0.5295989488,0.3863329786,0.4394911449,0.2990567424,0.2639883895,0.1960002978,0.311414193,7e-10,0.357557734,0.3922937143,0.7181563526,0.4894694228,0.0599035902,0.5519952992,0.4227378493,0.5051153887,0.8657071181,0.8564325244,0.364307489,0.636256746,0.5686617307,0.5391772219,0.4793196996,0.490483251,0.3079766893,0.6122411926,0.6083337972,0.5035037364,0.5253103038,0.8640742061,0.2679329817,0.6562423669,0.7871197011,0.5945519283,0.6148736726,0.6572672131,0.5356456876,0.621032457,0.6312363591,0.7593049177,0.5008365031,0.6158091849,0.6725093807,0.4598877163,0.5384504763,0.5407745431,0.7944262166,0.3578197767,0.3926049924,0.5432831439,0.2473830482,0.5668466028,0.2092242248,0.3873510933,0.1888727029,0.7761517734,0.6261634743
E07000053,Weymouth and Portland,0.9294406285,0.9579409771,0.3453986727,0.4648909393,0.6925376981,0.4438456343,0.1194715337,0.6658227491,0.6462781542,0.4783599768,0.3136230764,0.278600533,0.8888952321,0.281888604,0.0,0.2334992658,0.4249221608,0.4666470945,0.5110092591,0.574756039,0.545483301,0.8622243787,0.4920607156,0.5975164524,0.1051643639,0.4190267189,0.7375680432,0.5807449271,0.565873835,0.8235831246,0.5599444422,0.4045511445,0.9482430442,0.4746130712,0.752847483,0.5839015806,0.3369839573,0.5764141288,0.9234016283,0.2901496378,0.610513651,0.2330283847,0.9828885603,0.6243990229,0.5825338422,0.2265070964,0.5668385635,0.4745087875,0.6077806089,0.8986862964,0.5703129799,0.2367634153,0.0756025254,0.6156557699,0.4246722421,0.8936592887,0.541339664,0.1549984807,0.9926356073,0.3607784414,0.1005725889,0.9348004067,0.0578492161,0.8471838621
E07000061,Eastbourne,0.6534469287,0.9451227876,0.3058936526,0.4746607159,0.7894159002,0.9537883557,0.3659466905,0.6136608274,0.6125463566,0.503021102,0.6126190969,0.3407390183,0.24045685,0.3936286776,0.0002564258,0.4579388212,0.46440222,0.5721381675,0.4957344287,0.3994457741,0.4222254423,0.4291476513,0.4653372032,0.5275424401,0.2703728596,0.3268208922,0.5111868412,0.5011012948,0.5052157945,0.454525327,0.5244001275,0.3876300867,0.4728015021,0.5332869294,0.3177670147,0.4402224328,0.2204833962,0.5527490449,0.5050901291,0.6486938705,0.5532787029,0.7392110504,0.8066522887,0.4635628274,0.5006178889,0.8315356314,0.289132451,0.5461949379,0.5564549091,0.102567653,0.8199443492,0.4525133136,0.3649474842,0.3162963912,0.7768772176,0.816152647,0.4945711935,0.0283619629,0.7905270264,0.5277065697,0.3600836788,0.3755919464,0.4594245787,0.9043449308
E07000062,Hastings,0.8805253479,0.9739563542,0.2755999944,0.4104553871,0.8219743885,0.4566559227,0.2254889141,0.4775839112,0.468243084,0.4574213557,0.4953394501,0.3054905631,0.4259774219,0.3142204959,2e-10,0.2134401515,0.4371688791,0.6807549257,0.4944258454,0.3680232087,0.4300062512,0.7486164183,0.4593093381,0.5635761566,0.3768356606,0.3547032881,0.5540561253,0.5070755922,0.5098588086,0.5987706455,0.5345186345,0.3063355798,0.2645552354,0.2297195083,0.2600537948,0.4647665015,0.3358028172,0.464055404,0.5943972828,0.5984084483,0.5204254108,0.6050638833,0.7487751686,0.4947644014,0.7482962275,0.2190272912,0.0804610748,0.4766895706,0.5279044598,0.7685198748,0.6258559146,0.4658223448,0.6634504309,0.0272760427,0.3628586026,0.4097948204,0.501501359,0.3450727403,0.9289752288,0.2323286419,0.3429443875,0.7816769629,0.7676320971,0.6850272335
E07000063,Lewes,0.5224159374,0.4414106225,0.2881380999,0.3952078953,0.671797976,0.8180787854,0.3314814461,0.4936769618,0.568970951,0.4853537394,0.630482864,0.3293461625,0.2450157506,0.3335645964,3.4e-09,0.5091261545,0.4408541006,0.5948978135,0.4998551824,0.3928449537,0.4599808942,0.4547897757,0.48691018,0.7359278192,0.4053436739,0.349934219,0.4740648926,0.5063210446,0.498159839,0.520512566,0.4892855816,0.5318524138,0.4797278216,0.5456792114,0.1226198615,0.4685233333,0.4377069399,0.3995369931,0.5055971888,0.5864131258,0.5178417737,0.4951819686,0.5519234182,0.5032360874,0.4767755257,0.2982163087,0.5509982665,0.4747738657,0.5054439018,0.6627418861,0.6381668228,0.7013253563,0.5619808653,0.9388348223,0.748215603,0.3812823698,0.5008437923,0.5455353108,0.3471353822,0.4428579964,0.41682428,0.4379467199,0.4865018825,0.7942431378
E07000064,Rother,0.638356665,0.6234133715,0.2848674975,0.4259359148,0.7730179265,0.6086141052,0.3638984593,0.4380001489,0.42487583,0.460588838,0.6400180141,0.3023865546,0.3010927707,0.3359666537,1.1433e-06,0.3551636138,0.4420544052,0.4330630004,0.4890812833,0.29584873,0.4220114927,0.5156631795,0.4665378433,0.4969414304,0.2410169507,0.3456431487,0.4482800598,0.5029024819,0.4975192185,0.465458794,0.5038416865,0.4383259642,0.5815363506,0.4145233018,0.4107704137,0.4624570535,0.6264041251,0.5058837721,0.4560144737,0.656464969,0.5002107149,0.5421309702,0.7206890942,0.4710781782,0.5622550959,0.6750392385,0.3640997304,0.5179365619,0.5244447258,0.3343553066,0.6768475953,0.4450141229,0.4406898522,0.6196571304,0.4472944522,0.5314369676,0.5008142867,0.4257876945,0.4170306709,0.2848488557,0.539607615,0.4300247706,0.6366358414,0.7662904105
E07000065,Wealden,0.6987081783,0.2587639593,0.2941628924,0.4284136554,0.6656352608,0.3803374381,0.4481378966,0.4986853073,0.5504287978,0.4729323793,0.635236902,0.3222254838,0.4383128365,0.3454598795,1.65708e-05,0.3625293743,0.4621904302,0.615113038,0.4957470828,0.6077415149,0.4413173151,0.6386469082,0.4675320259,0.6679164552,0.2050623432,0.3362901903,0.661679637,0.4916344482,0.4969560375,0.6572245658,0.5036800373,0.7064673334,0.2379562252,0.4221451075,0.4173235759,0.468759036,0.329945663,0.6274821826,0.564861653,0.3255746576,0.5011092659,0.542783213,0.5107708694,0.4745521728,0.4456026017,0.430827276,0.3387093682,0.4885214579,0.5052544256,0.5781393139,0.3547120086,0.5916003255,0.6563212041,0.4112954561,0.6469104977,0.3300394958,0.4963646295,0.3512917054,0.3964860883,0.3278721637,0.2948350396,0.676562434,0.8329831609,0.7760520996
E07000066,Basildon,0.415071983,0.296601092,0.2954391759,0.5219282216,0.2483893956,0.2156838293,0.3059826971,0.311551631,0.3994617424,0.4838117042,0.5826452045,0.2941904393,0.4528204383,0.3513979844,2.02291e-05,0.4026294454,0.4810916641,0.4898389415,0.5113016402,0.3936517261,0.4420859774,0.4165656029,0.4899922423,0.3546042203,0.0639738211,0.2637050768,0.3190643842,0.4617897869,0.4467091191,0.3425110709,0.5057251491,0.7287465825,0.38062433,0.4331691819,0.7609988412,0.4602197671,0.586824426,0.5180765611,0.2691543806,0.5075533169,0.3608922236,0.4062256607,0.5571637392,0.4446015715,0.3385502446,0.4131252644,0.7113910485,0.4996761088,0.4622155656,0.3892417937,0.4851494997,0.3511157947,0.5279774148,0.8965879613,0.8351606303,0.2039570496,0.4766982036,0.3276162354,0.4359999742,0.5414775019,0.440917711,0.509219054,0.7626594309,0.5512493706
E07000067,Braintree,0.6383645608,0.2272405868,0.559210271,0.6287849654,0.5883272748,0.6883461862,0.6223018927,0.4633319664,0.4463530894,0.520647783,0.5273621898,0.2734503467,0.822501263,0.3469998536,2.467e-07,0.5395631076,0.5307548775,0.3707613068,0.5438941479,0.686793888,0.498929358,0.5356872411,0.5177189202,0.5956084476,0.3099390769,0.2452232466,0.7167007426,0.48698589,0.5057850442,0.692648428,0.5357246414,0.5787268037,0.4865543219,0.3341336507,0.7057081321,0.5188236237,0.848206595,0.5914501781,0.5109204735,0.3223277426,0.4449276052,0.5338752404,0.6256203737,0.4889017626,0.7145385148,0.6345846712,0.4513901659,0.4630611803,0.509950598,0.65418668,0.5060238364,0.2970286064,0.6336277109,0.9873668321,0.4358397435,0.2340969747,0.4751624135,0.4422019454,0.3687148695,0.5819136044,0.4443962321,0.6589145329,0.6361955396,0.4031402728
E07000068,Brentwood,0.3797894411,0.407205127,0.2896490693,0.5240285917,0.3775341201,0.3402928755,0.543064182,0.3912340002,0.3927349679,0.4759435161,0.4468883736,0.3074132561,0.282760399,0.3437610791,2.5e-09,0.4449690243,0.4818834532,0.2901715836,0.4980001462,0.5355306099,0.4243309715,0.481105976,0.4611938761,0.4880283971,0.3000857905,0.2990832261,0.366266325,0.4724128685,0.4496561327,0.353755945,0.48660604,0.6289713632,0.7409755335,0.7983425535,0.5677286176,0.4318744412,0.5835277281,0.5481452664,0.2773665472,0.5059732323,0.394754635,0.4325157579,0.4066590582,0.4656375941,0.411781766,0.4248766961,0.8105616052,0.5704297429,0.4410766669,0.3783098724,0.3697978161,0.2861119583,0.3886676155,0.9108277502,0.551762365,0.4605330006,0.4811102064,0.558646469,0.3788804046,0.5006194345,0.3405005401,0.6602772061,0.4647219269,0.313491677
E07000069,Castle Point,0.2903622549,0.1271365957,0.3321200404,0.4336159106,0.1716852388,0.4785169291,0.2254078614,0.4770754301,0.3733652614,0.5040045606,0.6626826253,0.2989171164,0.2368310173,0.3738785399,3.056e-06,0.4844584686,0.5114365321,0.5373362017,0.5137546979,0.3322206153,0.4523829674,0.3921692993,0.5284477558,0.2117939451,0.292282006,0.2837291194,0.1584643204,0.4820023335,0.4401596401,0.3156931514,0.4875363567,0.6062788788,0.3842000562,0.403099724,0.4985616651,0.4686527801,0.2825134049,0.3052434874,0.2917175842,0.705723583,0.4206975699,0.306074143,0.6141713351,0.4689273684,0.6054625007,0.2486694969,0.5471199005,0.4306913786,0.4533211748,0.2451310928,0.4217303101,0.6061158041,0.3291015728,0.62504781,0.8293489409,0.333926814,0.4841262158,0.2197270008,0.1076571178,0.1653605573,0.5578552594,0.6321248216,0.660416991,0.8134020599
E07000070,Chelmsford,0.5978984158,0.2917145024,0.3135377408,0.5389877112,0.3693916904,0.3751862558,0.4860282828,0.4029649635,0.34302692,0.4615852252,0.3413243489,0.2931778075,0.5592360221,0.3426084012,8.782e-07,0.5233406893,0.4786073914,0.2964543174,0.5067975764,0.4484019899,0.4576090716,0.4607175642,0.4861450945,0.4624020205,0.3846706628,0.2914392438,0.5812598447,0.4858243711,0.4658597156,0.5229019004,0.508841416,0.6160130744,0.5448778961,0.5509828942,0.5970847406,0.4651420269,0.558566574,0.534876578,0.3671414793,0.3286140477,0.4481560498,0.425097824,0.6241350484,0.4683946685,0.5301589817,0.4855982258,0.602239002,0.4856355336,0.4740018693,0.4753977791,0.3543504765,0.3152673459,0.5403020944,0.6889019669,0.6614646848,0.359301826,0.4813876593,0.6622653748,0.3403735899,0.3255344398,0.5634573968,0.5436603406,0.5447449342,0.3378266154
E07000071,Colchester,0.5364618294,0.3932198564,0.3597094853,0.5166556216,0.6931176163,0.4283842009,0.6185008933,0.4724299057,0.4312688954,0.4631895759,0.5153449854,0.3017446619,0.243644988,0.3238174792,0.0,0.4546732146,0.4373906766,0.5552759612,0.5153693496,0.4345037191,0.5831412453,0.42789134,0.4850525871,0.6104897714,0.5004046324,0.3109269529,0.5401046094,0.5260939956,0.4842290651,0.6548651975,0.4849628144,0.3326152458,0.561744334,0.2553502134,0.370213633,0.5162774461,0.51925882,0.5085447134,0.4334773807,0.4851564963,0.4388952225,0.6359965179,0.2582950738,0.5385363504,0.5580244372,0.6347608552,0.4334098434,0.5156019027,0.4739461697,0.5133346273,0.5280342371,0.329290503,0.5727027361,0.6339003534,0.5614979379,0.3466524985,0.4938763561,0.5464036772,0.3953166462,0.1510803739,0.6773505604,0.6622338257,0.5137220036,0.7011748429
E07000072,Epping Forest,0.6330912636,0.2899221111,0.2787693997,0.4797410418,0.5016787436,0.434314671,0.7122867426,0.3970408739,0.4121969121,0.4831857537,0.3990599319,0.3106166694,0.2649797075,0.3437275097,2.415e-07,0.3651538148,0.4807699476,0.3245913316,0.4988073353,0.3801897407,0.4224440896,0.3854329123,0.4778738286,0.6237329697,0.2341092533,0.3007789576,0.4582958785,0.4756437294,0.4599752842,0.363122617,0.489474963,0.7354676667,0.2260003383,0.3655905131,0.4628922643,0.4391911963,0.2301105517,0.5871956908,0.3473403794,0.4947089909,0.4497741624,0.5451742414,0.4557227388,0.4643435063,0.4241882312,0.4009946112,0.5880062177,0.5259681193,0.4641358928,0.245363477,0.5140147283,0.6994380147,0.5343579934,0.3523769355,0.4267868534,0.3745502256,0.4807383801,0.2824692411,0.4513545945,0.283978058,0.5550153386,0.5356758428,0.5326387643,0.5140293406
E07000073,Harlow,0.6154222231,0.4311044914,0.2999753406,0.5380849664,0.7267226801,0.3761970891,0.7029849405,0.3947775989,0.4150991581,0.4725188034,0.6161791503,0.3036949444,0.4013530144,0.354693765,1.3831e-05,0.479284946,0.5091485021,0.5698353706,0.5097705349,0.3289478503,0.434398,0.5239278038,0.5085993463,0.3093100735,0.1140636453,0.2845429851,0.5075469448,0.4744463498,0.462949019,0.4363342905,0.5331070928,0.3360583745,0.4539990997,0.3977638126,0.8320439172,0.4403945453,0.8708506807,0.647357121,0.4403331846,0.7166548438,0.4164344744,0.6607595623,0.1422885328,0.4608593361,0.755934576,0.8666626037,0.5379602371,0.480491831,0.4684826402,0.7111686484,0.7004059214,0.4667682192,0.2596561208,0.9368905479,0.6993387458,0.2871930725,0.4713820883,0.0922504595,0.4391962941,0.5867055722,0.4723019376,0.5551012634,0.3479999449,0.2334496619
E07000074,Maldon,0.5403808146,0.5721862801,0.3415862541,0.485066164,0.3101727092,0.6324035618,0.6414216578,0.452776769,0.4282505317,0.4647195874,0.0634856253,0.2994881014,0.8393156812,0.3191084259,0.0,0.6718289968,0.424631773,0.3060995618,0.5360455663,0.7066550186,0.5670381575,0.461042792,0.4998349642,0.9032736186,0.686270355,0.3111790926,0.4888149804,0.5308886205,0.4890848041,0.6291283676,0.4021037232,0.2174156988,0.276182586,0.8345998739,0.5463617153,0.5443741503,0.3275484449,0.1826824659,0.4828633868,0.2551212527,0.4393773706,0.63849492,0.968951988,0.5610359375,0.3176600872,0.4967069564,0.7808434086,0.4852994287,0.3999525273,0.8866446057,0.1852106059,0.7705259677,0.8103716343,0.487660303,0.094858271,0.1195033966,0.5143268427,0.7586536273,0.0980895231,0.680721031,0.7819538429,0.4995756929,0.285410885,0.1606317667
E07000075,Rochford,0.615927474,0.5448371073,0.2934215181,0.5101808375,0.4558895845,0.6690119485,0.3133121596,0.2759525461,0.3307072861,0.5038451426,0.6248249643,0.2789178669,0.63077389,0.3393749495,0.0077116658,0.3860670795,0.5065193806,0.3624493956,0.5089368854,0.5575299144,0.4505402841,0.4625474698,0.5439126775,0.4568349144,0.0994323517,0.2866760741,0.1860697478,0.4792499028,0.4494384722,0.3225546398,0.5086022631,0.7211682319,0.3805273022,0.7057715258,0.7742978588,0.4911401293,0.5451052751,0.6999271217,0.2808662281,0.4334930979,0.3327554653,0.3961367988,0.8167624508,0.4627589866,0.4675022186,0.554074424,0.5766710615,0.543637761,0.455529721,0.2528848385,0.4715585807,0.3448699303,0.4919400523,0.8050412162,0.685398163,0.6900341617,0.4818636711,0.6174224965,0.3767343635,0.5463871051,0.2796920032,0.3922410887,0.5034518359,0.705872701
E07000076,Tendring,0.5009902328,0.5644095606,0.3396351948,0.4764061601,0.5056081903,0.4725832919,0.3673590085,0.5237270378,0.4282241991,0.4568134421,0.3166884757,0.2946150586,0.3631055449,0.3173477494,1.302e-07,0.3640596552,0.4272978717,0.4798222701,0.5341580459,0.2894545571,0.5806660533,0.53271675,0.4829044347,0.5422566844,0.234828475,0.3177700083,0.3209846509,0.5319275909,0.4957315571,0.5392870946,0.4697055616,0.5039491441,0.2452787388,0.3199054872,0.4582276608,0.5760715052,0.6313762143,0.3134036658,0.5281604075,0.5161637074,0.4417585462,0.7738107807,0.3575256173,0.5476228836,0.6600504233,0.7884283331,0.3696284011,0.4117212979,0.4458356491,0.5681456786,0.4641470821,0.7007718773,0.6192599301,0.2417751476,0.7353404386,0.1218160325,0.5096170464,0.6640756306,0.569359789,0.2410636886,0.4194521518,0.6167688681,0.8231772164,0.5113642713
E07000077,Uttlesford,0.5352154753,0.5210335853,0.3063719666,0.5251891614,0.4856743164,0.5568865729,0.1166350546,0.3358862091,0.2756879725,0.4957335823,0.2514568936,0.3065811272,0.2336842316,0.3923622982,1.1628e-06,0.5013233254,0.5189568526,0.3873873892,0.516451957,0.4827911276,0.4400426694,0.5662580776,0.5404970867,0.3710696267,0.1185031736,0.2879532294,0.5970607977,0.4789977866,0.4786215986,0.5584512487,0.5029032955,0.5955262018,0.5300887425,0.5489144342,0.4976459827,0.5015894999,0.7938848575,0.6421699001,0.4838283483,0.8502714349,0.5144133614,0.5602869076,0.4521426944,0.4540166995,0.6947446094,0.3683293901,0.6551056855,0.4123114564,0.5147318638,0.3122413153,0.5011844999,0.3951123501,0.3632378333,0.2909726527,0.4671047991,0.6414582003,0.4779008983,0.6923482964,0.4558477578,0.2083787152,0.3174011819,0.6792794407,0.3800473936,0.3145495444
E07000078,Cheltenham,0.2351689207,0.6115165856,0.3027830554,0.4857709722,0.4005762893,0.393494249,0.7662848641,0.464986178,0.4449026113,0.4414414343,0.669779746,0.3123076255,0.2703960504,0.3451855951,2.71248e-05,0.5423362431,0.4464557108,0.8432071592,0.5049553535,0.5220337619,0.4186565231,0.3964283637,0.4777233527,0.7164560913,0.7049025265,0.3555120739,0.6451280436,0.4933591968,0.5320309037,0.7338087981,0.4836082019,0.4092794591,0.6362361422,0.6864242791,0.5170676748,0.4287095833,0.7711768661,0.6651346914,0.5045760659,0.6250997561,0.5509894966,0.4206386153,0.332382024,0.4489971423,0.7112087126,0.0530200616,0.6661199242,0.4555299074,0.4526542788,0.2311063798,0.5389051629,0.5008001074,0.6071549331,0.0107886257,0.467234783,0.6960834499,0.5046331944,0.2251028476,0.2366513443,0.2476171795,0.1742524212,0.456205173,0.5481879409,0.3845362832
E07000079,Cotswold,0.3898210166,0.2931359443,0.3045438512,0.4892047298,0.641939386,0.4254938037,0.6387957618,0.4408695347,0.4565073807,0.4548828263,0.7341214878,0.3275731563,0.5921931947,0.3380342027,0.2988705755,0.5332208687,0.4551198034,0.4965579585,0.5031213213,0.6559966786,0.4296257951,0.5648058933,0.4926311938,0.657185985,0.5524264271,0.3470209583,0.6362416264,0.5060532615,0.5338655352,0.6972569776,0.4822187524,0.7284024052,0.4012324762,0.6378057893,0.4286255424,0.514168028,0.8010847437,0.7172504825,0.5816605029,0.1266071336,0.5222940448,0.4644102617,0.6243186925,0.4523806704,0.5266191844,0.243232201,0.5122331474,0.4851855094,0.4751725124,0.390219827,0.4414876574,0.7191228912,0.6957493078,0.8331599174,0.5951217627,0.6021451503,0.5140150224,0.5694809818,0.2673568805,0.5966052785,0.1586370086,0.3793992248,0.5551871145,0.5623373361
E07000080,Forest of Dean,0.3109530794,0.6212971267,0.3416843484,0.5356025457,0.7241097851,0.3664966239,0.2498621058,0.5233385098,0.3988343493,0.4335839342,0.6240243692,0.2927062845,0.5029141143,0.4007839769,0.5069575794,0.7044352865,0.4285399871,0.6462342995,0.516689267,0.3885184798,0.4292367994,0.3273926816,0.4804307835,0.7061947238,0.4659570556,0.3027263015,0.6928633601,0.5023511699,0.5393540478,0.7013115862,0.4890339029,0.4501503005,0.7097190291,0.3762849496,0.3051679555,0.5449928252,0.2855624434,0.3048123001,0.5230769146,0.8726476214,0.5149630584,0.6164971467,0.6219414232,0.4135538937,0.5609317943,0.2258371293,0.5108388365,0.4596088845,0.5728170464,0.6322512829,0.4786361916,0.6602926872,0.5651294765,0.5703910186,0.3886280112,0.5268581703,0.5146694703,0.1234807701,0.6241931118,0.4684817239,0.3297447619,0.1965111101,0.6550597739,0.8647404162
E07000081,Gloucester,0.4570099104,0.4046483723,0.3154296573,0.6257117329,0.7186038727,0.3255258443,0.9607280366,0.429630121,0.4277668605,0.4420458993,0.6417630731,0.2947556566,0.2030217016,0.3708369721,3.124e-07,0.7622844421,0.4586427353,0.4846531082,0.5317371144,0.8169224951,0.4280783324,0.5819339701,0.4865130235,0.8935728145,0.5650603002,0.2779781005,0.7123203596,0.4733628443,0.4969974992,0.6969035406,0.5492166321,0.6582008673,0.4120253286,0.3040100414,0.2537276881,0.529467315,0.7167490017,0.5459508276,0.467448048,0.3434997422,0.4463588009,0.5168250274,0.4510843381,0.4168563366,0.5523280356,0.2984395057,0.7694579089,0.4202369409,0.5103049087,0.7753080918,0.666639652,0.6149363433,0.5997710362,0.2314740958,0.2754956104,0.2735675852,0.4877534944,0.2437982055,0.6950202461,0.3330197386,0.5030443567,0.7290390074,0.7978567047,0.5149983933
E07000082,Stroud,0.4073007311,0.4213115466,0.3073170767,0.5187210245,0.3797995488,0.3576857286,0.1874952379,0.3400381846,0.3983995449,0.443428424,0.3540548077,0.2986481515,0.6993023646,0.3596530071,0.0042822747,0.6763967678,0.4514905058,0.5047005306,0.5164180962,0.4400329271,0.4273906128,0.3810964706,0.5143951439,0.6213780895,0.3335080619,0.2971262239,0.6139768877,0.4803250994,0.5064834767,0.488328492,0.5019188207,0.2595540966,0.6362399799,0.4061019961,0.679841177,0.4966509217,0.7473670263,0.5417342938,0.3689216408,0.5665453072,0.4900893388,0.563586851,0.7546132712,0.4151455247,0.3962746984,0.4706730888,0.5661585696,0.4611345143,0.532806493,0.3491521456,0.5797597633,0.1457249517,0.5831589928,0.571844068,0.351218893,0.594679055,0.4983080288,0.6125620765,0.3932356729,0.41237955,0.466103006,0.2674190307,0.4683910635,0.508604002
E07000083,Tewkesbury,0.4259427727,0.4141055324,0.2965534375,0.5955312091,0.3482343798,0.4707908263,0.2489610775,0.4390258214,0.3456306571,0.4511909107,0.2709223227,0.2920970209,0.4645164588,0.3659369553,1.15648e-05,0.6579189625,0.4670480686,0.4931331198,0.5364487585,0.8122070754,0.432137525,0.5402252682,0.4995716521,0.4809389415,0.1673773466,0.2848705382,0.8336688791,0.4822718998,0.5085785276,0.7674096346,0.5280662346,0.5850402681,0.6258827655,0.661002965,0.4357663171,0.5546022922,0.7031651762,0.5247192198,0.5151465073,0.6028920972,0.4984234839,0.3909014336,0.5506066502,0.4265767708,0.3648466679,0.1304644111,0.7789423968,0.3848455109,0.525749616,0.6638578459,0.433767059,0.2243361116,0.5741810565,0.0257415905,0.4125431719,0.6882031098,0.4956674855,0.7153632017,0.5476017929,0.2194643718,0.2917804444,0.7191205419,0.6564529488,0.1659643511
E07000084,Basingstoke and Deane,0.4416387268,0.3671627475,0.2846861425,0.4790890946,0.3820574193,0.4305194309,0.3916165604,0.3406809184,0.3504736128,0.4696397779,0.4877040228,0.3056839443,0.3111233671,0.3317799282,0.0001072039,0.450384862,0.4856007441,0.6028509773,0.5024068925,0.577216167,0.430827566,0.6033925844,0.5126933624,0.3929203561,0.0940290803,0.3208348451,0.6068886406,0.4810081167,0.486086871,0.392515025,0.50305836,0.2574177204,0.8238648421,0.6531052478,0.5234262784,0.4207791439,0.6754215135,0.7744773152,0.4784721342,0.7308173276,0.4822936536,0.443139627,0.2714306243,0.4744469907,0.4732517684,0.3443811452,0.7924813377,0.427935958,0.4774489057,0.7242477574,0.422994016,0.1941535169,0.6326497648,0.6196904199,0.6261874932,0.5289528582,0.478961486,0.7964447881,0.4161224293,0.3599530259,0.384334734,0.5925071155,0.3421320953,0.1512952759
E07000085,East Hampshire,0.5294927969,0.1139997622,0.3114191462,0.478998872,0.5682234743,0.3589248824,0.3412574645,0.3603547015,0.3768952708,0.4635936304,0.5768036539,0.2957276213,0.274708304,0.3375259784,0.0006446757,0.4145934753,0.4712133743,0.6220713759,0.5049256646,0.4525044322,0.4904130608,0.5418291187,0.5099734543,0.4358825041,0.0941503224,0.3193709715,0.5131734195,0.4950566568,0.4863361533,0.5042985975,0.5115218804,0.2873222539,0.551946544,0.4743394131,0.4211430031,0.4761158682,0.7630560793,0.6143891012,0.5277584475,0.3834648049,0.4781962104,0.5073371907,0.4664209461,0.4929233053,0.546298674,0.2060506864,0.5541872506,0.4009926363,0.4912915351,0.5362654073,0.569431568,0.3339934299,0.6447343516,0.2162806603,0.3619912032,0.5321471536,0.4859633217,0.4586000946,0.3498606012,0.3214649739,0.3688317213,0.5995722983,0.7984845197,0.6397909503
E07000086,Eastleigh,0.6700940922,0.5427119688,0.3436348464,0.4110351198,0.3264357468,0.6046424766,0.766008438,0.2817810341,0.3433281631,0.4789248905,0.4644336096,0.2936520847,0.6617472041,0.2865796139,2.994e-07,0.6300048819,0.4259553098,0.4071769594,0.5504149956,0.5705405813,0.6691771923,0.5564018637,0.5746489126,0.688278987,0.234384147,0.2949979792,0.3405332217,0.5495810213,0.4842223633,0.4788824935,0.4469031414,0.3399113304,0.2911707384,0.4341549696,0.3666823571,0.6117197702,0.6471750272,0.3348696167,0.6983984741,0.1928008442,0.432534217,0.4637911083,0.9428938709,0.635006618,0.7567790396,0.8879552582,0.4037351572,0.3252256791,0.348471883,0.4885839772,0.6423495034,0.3381609048,0.6917640848,0.7735804321,0.3788433919,0.1532662935,0.4943038227,0.8211221071,0.1359797889,0.6668544791,0.6952873242,0.2053435008,0.4965943139,0.5111548561
E07000087,Fareham,0.6819348749,0.6125889267,0.37014138,0.4543655356,0.2109286397,0.5107949505,0.3247907384,0.170016735,0.2974908618,0.4495618723,0.4874363571,0.2577805367,0.3524971597,0.2734682782,7.56916e-05,0.6520310541,0.4150072981,0.5470251065,0.5512867534,0.5152338704,0.7140541038,0.5381681694,0.6242681144,0.6796149795,0.1339730276,0.2577473842,0.349112569,0.5465505846,0.4645622784,0.3683271176,0.4517086902,0.3709864742,0.4016056252,0.2346536534,0.3719788794,0.6451822488,0.3142878252,0.4900908391,0.5213486829,0.6143789851,0.3999201128,0.6397371364,0.8701716257,0.6179431392,0.6143672424,0.7696685094,0.3049713152,0.3261209781,0.4018494191,0.2817715214,0.5764106962,0.0626507865,0.6251873513,0.1045852769,0.4734070297,0.4417806546,0.4962999007,0.6015682746,0.5640128559,0.3778200821,0.454548065,0.2351877106,0.6926516879,0.7453611057
